overtakes_per_lap,lead_changes_per_lap,weather_volatility,safety_car_freq,rating,gp_name,year,pit_stop_intensity,retirement_rate,championship_active,gap_before,gap_after,title_clinched,leader_changed,championship_tension
4.605633802816901,0.056338028169014,0.0,0.0845070422535211,8.654761904761905,São Paulo Grand Prix,2025,0.5352112676056338,0.15,1,9.0,24.0,0,0,0.9196
2.1666666666666665,0.0,0.0,0.0833333333333333,8.654761904761905,São Paulo Grand Prix Sprint,2025,0.8333333333333334,0.15,1,1.0,9.0,0,0,0.9917
4.867924528301887,0.0754716981132075,0.0653658536585365,0.0,8.949367088607595,Russian Grand Prix,2021,0.7735849056603774,0.1,1,5.0,2.0,0,1,0.9769
1.5517241379310345,0.0344827586206896,0.999128160418483,0.0,5.541871921182267,Turkish Grand Prix,2021,0.3448275862068966,0.0,1,2.0,6.0,0,1,0.9895
2.625,0.0535714285714285,0.0,0.0714285714285714,7.691869300911853,United States Grand Prix,2021,0.7857142857142857,0.15,1,6.0,12.0,0,0,0.9634
1.267605633802817,0.028169014084507,0.0,0.028169014084507,4.921023965141612,Mexico City Grand Prix,2021,0.352112676056338,0.1,1,12.0,19.0,0,0,0.913
4.035087719298246,0.0,0.0,0.0701754385964912,6.066121842496285,Qatar Grand Prix,2021,0.543859649122807,0.1,1,14.0,8.0,0,0,0.8205
1.86,0.08,0.0,0.38,6.8253588516746415,Saudi Arabian Grand Prix,2021,0.96,0.25,1,8.0,0.0,0,1,0.8462
2.6379310344827585,0.0517241379310344,0.0,0.1206896551724138,7.7863128491620115,Abu Dhabi Grand Prix,2021,0.5517241379310345,0.3,1,0.0,8.0,1,1,1.0
2.2535211267605635,0.0140845070422535,0.0,0.028169014084507,7.460629921259843,Mexico City Grand Prix,2024,0.3098591549295774,0.6,1,57.0,47.0,0,0,0.6096
1.8985507246376812,0.0289855072463768,1.0,0.1014492753623188,9.58288190682557,São Paulo Grand Prix,2024,0.5217391304347826,0.25,1,44.0,62.0,0,0,0.6071
1.75,0.0416666666666666,0.0,0.3333333333333333,9.58288190682557,São Paulo Grand Prix Sprint,2024,0.0,0.05,1,47.0,44.0,0,0,0.6083
2.3943661971830985,0.028169014084507,0.0,0.0985915492957746,6.102362204724409,Mexico City Grand Prix,2023,0.5915492957746479,0.25,0,226.0,251.0,0,0,0.0
2.112676056338028,0.028169014084507,0.0,0.0422535211267605,7.001262626262626,São Paulo Grand Prix,2023,0.9859154929577464,0.55,0,253.0,266.0,0,0,0.0
1.9166666666666667,0.0,0.0,0.0,7.001262626262626,São Paulo Grand Prix Sprint,2023,0.0,0.0,0,251.0,253.0,0,0,0.0
2.25,0.0192307692307692,0.0,0.0384615384615384,5.092739798622151,British Grand Prix,2021,0.8076923076923077,0.1,1,33.0,8.0,0,0,0.9068
2.588235294117647,0.0,0.0,0.0,5.1923076923076925,British Grand Prix Sprint,2021,0.0588235294117647,0.05,1,32.0,33.0,0,0,0.9116
2.6984126984126986,0.0158730158730158,0.0,0.0952380952380952,5.395089285714285,Emilia Romagna Grand Prix,2020,0.5079365079365079,0.25,1,77.0,85.0,0,0,0.4077
2.2857142857142856,0.0317460317460317,0.4418811002661934,0.1111111111111111,8.668478260869566,Emilia Romagna Grand Prix,2021,0.9047619047619048,0.2,1,7.0,1.0,0,0,0.9877
1.509433962264151,0.0943396226415094,0.0,0.1886792452830188,8.484018264840183,Italian Grand Prix,2021,0.4339622641509434,0.25,1,5.0,5.0,0,0,0.9793
1.0555555555555556,0.0,0.0,0.1111111111111111,3.797117516629711,Italian Grand Prix Sprint,2021,0.0555555555555555,0.05,1,3.0,5.0,0,0,0.988
0.9206349206349206,0.0,0.2906360424028268,0.0317460317460317,5.240761478163494,Emilia Romagna Grand Prix,2022,0.4126984126984127,0.1,1,40.0,27.0,0,0,0.9216
1.7142857142857142,0.0476190476190476,0.0,0.0952380952380952,6.499003984063744,Emilia Romagna Grand Prix Sprint,2022,0.0476190476190476,0.05,1,34.0,40.0,0,0,0.9344
2.3174603174603177,0.0317460317460317,0.0,0.0,4.75,Emilia Romagna Grand Prix,2024,0.4444444444444444,0.55,1,33.0,48.0,0,0,0.934
